"","x"
"1",49.618574628742
"2",75.238386709222
"3",183.879749048253
"4",282.024490028318
"5",-82.9559403820149
"6",68.7875688717169
"7",132.609169020007
"8",158.898324872234
"9",25.0650221504111
"10",113.818198612177
"11",119.709403662752
"12",32.7356518223588
"13",207.062142146275
"14",-56.4630677937771
"15",89.5708194581712
"16",88.8090640984425
"17",44.9480779747339
"18",41.4753052890349
"19",-63.4086750519579
"20",-117.762765469381
"21",39.1193582101571
"22",-34.545213667294
"23",-104.834728392909
"24",-38.8090627339088
"25",-163.891200579339
"26",-176.707307272431
"27",-285.536583833721
"28",-373.76739933957
"29",-250.881673007334
"30",-130.358746734543
"31",-130.736417071204
"32",-348.840384773333
"33",-237.488235971632
"34",-43.0951564065749
"35",-51.0671616893892
"36",-11.8108202045725
"37",-114.743335094104
"38",-123.777591890916
"39",-127.888646189176
"40",-192.250797634837
"41",-211.639581601695
"42",-81.000910847017
"43",-43.4120479620644
"44",54.5423597041211
"45",-158.052817414833
"46",-139.650349756349
"47",-128.760262534078
"48",-189.820470135285
"49",-58.1690117309602
"50",-211.503219118235
"51",-38.6178184657531
"52",33.6234063431332
"53",-164.658276275326
"54",-60.0187863325477
"55",-41.0559544717879
"56",43.9457258841871
"57",-115.702651296492
"58",-126.015709183351
"59",-6.12924951052183
"60",-108.217356941617
"61",-125.618855918269
"62",-28.9953102484087
"63",-126.419594597444
"64",-210.365690912856
"65",-19.3185192476708
"66",-138.996327146706
"67",-7.85678146388853
"68",-167.119382843146
"69",-196.665616895221
"70",-43.7342176386683
"71",-121.672279036726
"72",-101.489855768264
"73",-89.7855975022973
"74",-23.5718004600516
"75",-96.7187434466827
"76",-288.970263293646
"77",-153.014065544211
"78",-150.33832485944
"79",-263.951814987253
"80",-178.785218624218
"81",-145.486260731036
"82",-81.5137903155841
"83",69.9414143518706
"84",-114.090257760565
"85",9.14875988425102
"86",-122.593351586727
"87",-128.235399617726
"88",-42.9529008033779
"89",-10.1552551785757
"90",-97.1609949740651
"91",-3.30430828953387
"92",-151.869942267237
"93",-15.8623288121753
"94",89.2094712481023
"95",4.11662510479513
"96",-51.8215570630384
"97",128.054939652995
"98",-100.61930951178
"99",81.8422433149583
"100",29.036736262245
"101",-109.796926064826
"102",-10.3130554532252
"103",-121.494614390508
"104",31.6220496793163
"105",10.7631127070761
"106",-66.6390136399301
"107",-277.885126458391
"108",-74.6243697924247
"109",36.23242609596
"110",-86.9199524493031
"111",-182.45874203638
"112",-223.56865448012
"113",-120.467246323355
"114",-121.058981617869
"115",-154.321420062074
"116",-329.890958750891
"117",-242.831231576298
"118",-277.213632052783
"119",-212.429688011684
"120",-177.00578005824
"121",-312.76469738143
"122",-158.366881041897
"123",-145.877392553799
"124",-227.724056749927
"125",-295.503190375702
"126",-222.636629712053
"127",-36.6834034620483
"128",-219.990273483917
"129",-237.775532221118
"130",-223.120934271331
"131",-31.1462144119194
"132",-143.338312045904
"133",51.168241264603
"134",-15.7093278919495
"135",-54.747914493766
"136",51.4026612537832
"137",11.4341207764451
"138",-60.5742813502154
"139",18.2971089985897
"140",-62.189517497775
"141",-55.5955383480617
"142",90.6543854801271
"143",116.67369898268
"144",13.0938736821522
