"","x"
"1",-77.8327004549606
"2",-57.341024626138
"3",5.84049626197524
"4",86.6894293577369
"5",-22.6586949217364
"6",70.9576409427
"7",54.123069346058
"8",97.205364074209
"9",164.324963458118
"10",68.1183279027692
"11",94.3508277028193
"12",68.3640961713033
"13",-64.2741830864301
"14",19.5508307924173
"15",29.0910705688626
"16",52.0554013821963
"17",-203.788982497635
"18",-2.45712310268582
"19",-68.446693265423
"20",-8.11015040594762
"21",-62.8241880234084
"22",-111.064693588012
"23",-68.548764744342
"24",-101.297260875725
"25",-214.377029854821
"26",-125.085020855003
"27",-12.4034855325611
"28",-102.891443688941
"29",-290.238082027599
"30",-236.627712778011
"31",-215.004045083122
"32",-234.878679675393
"33",-153.104329500885
"34",-284.748393949988
"35",-151.132206998026
"36",-194.7912502389
"37",-139.82487627469
"38",-253.805405545103
"39",-272.596937941604
"40",-217.182547127932
"41",-145.97300242013
"42",-98.2592119586364
"43",-88.6207459361412
"44",-8.91077379055896
"45",-58.0716790340194
"46",52.7521321656972
"47",-62.2194241185991
"48",-67.6171992880512
"49",-108.512016137497
"50",-190.610914531948
"51",-202.814388238298
"52",-190.090672615348
"53",-106.10408394888
"54",-34.2035966352923
"55",-70.2493560626103
"56",-94.2500899214769
"57",-211.166088347305
"58",-28.0573935936665
"59",-1.39467211728849
"60",-40.9620412692683
"61",10.1497101795694
"62",-11.4061852810563
"63",-97.5874927540548
"64",-12.4651706790934
"65",18.4298026639894
"66",-34.7026541480496
"67",154.87313440406
"68",76.169869683425
"69",164.704257240596
"70",150.320060854234
"71",65.2569571978515
"72",38.4863828889107
"73",59.6532967569306
"74",-19.0834948348553
"75",25.5405701999586
"76",-37.2107463078758
"77",-43.8380969884436
"78",-156.978437064534
"79",-14.8559541693255
"80",8.8619729611702
"81",77.7722856578823
"82",32.7085112751808
"83",11.3096139769283
"84",34.9660910997616
"85",95.1776144803265
"86",62.9532011548212
"87",76.8571490043302
"88",44.0113869270947
"89",59.1115988101311
"90",-25.6939080098017
"91",-67.3462765726572
"92",45.1463751996449
"93",24.4065826401798
"94",46.948497211006
"95",67.700172699971
"96",304.380249883835
"97",170.52981766409
"98",85.7005962818343
"99",32.6913764833643
"100",-30.0724510275728
"101",158.834952364114
"102",-55.2814207674186
"103",58.1487356512395
"104",20.4030596067472
"105",135.801774078465
"106",56.1061292834496
"107",117.038113089743
"108",86.2714537800314
"109",-173.296882065472
"110",87.4463503430232
"111",9.76221903292218
"112",156.135673114997
"113",231.687783626279
"114",204.635304040353
"115",151.911961313191
"116",37.7094842291778
"117",195.828064495358
"118",144.456606116554
"119",228.461115092991
"120",223.26725121087
"121",102.994017215916
"122",34.4691214551452
"123",187.066774842607
"124",183.195892237739
"125",323.422137332528
"126",328.969404290427
"127",165.342156658749
"128",210.933843334264
"129",255.905693560731
"130",256.599836752498
"131",178.342856687976
"132",166.42799487512
"133",180.926782819012
"134",37.7031084006563
"135",110.601345383792
"136",68.3239871039109
"137",-87.163054629623
"138",-62.0486797211401
"139",-79.3527175464668
"140",-14.3853754486619
"141",77.3237593450115
"142",27.9832642477517
"143",61.1438056156586
"144",13.5803128231874
