"","x"
"1",3.08518821240853
"2",95.3289707475505
"3",23.0226070440406
"4",15.1490981807715
"5",181.537150973015
"6",55.1797101875439
"7",79.8308902976054
"8",128.229176746072
"9",41.767161067937
"10",-26.4736977678504
"11",-39.7734919977998
"12",-34.5690793713375
"13",-72.3434376093043
"14",25.3345917401971
"15",122.442746128096
"16",-40.5971307813235
"17",-114.703860126592
"18",-139.573977624818
"19",-20.4984926533465
"20",81.6377386260041
"21",-44.0859735907171
"22",55.8274263974076
"23",137.964717042257
"24",32.5468853263138
"25",-60.015167816194
"26",70.925583902681
"27",154.448440730758
"28",111.056954946446
"29",28.6689375517446
"30",-39.3641390248108
"31",-40.6035159295717
"32",-16.5117517912281
"33",-66.7094127496922
"34",2.1491930347345
"35",60.0252914560865
"36",15.4465039747923
"37",31.3127029789409
"38",98.4844434346463
"39",11.0684404352558
"40",49.755569307186
"41",72.0776141842982
"42",43.5364318988303
"43",29.5820372541939
"44",110.378335307248
"45",-39.7324058516184
"46",105.416326591371
"47",41.9996106785417
"48",16.8591130581329
"49",-21.4898080035352
"50",128.72655012463
"51",-7.76977318298057
"52",-2.61627031191671
"53",-67.7853653413982
"54",-2.1454959759803
"55",-157.697048083295
"56",-194.639072818212
"57",-131.247327030293
"58",-14.5409428167956
"59",-18.8041685410991
"60",-142.190309163909
"61",-50.1860759094206
"62",-174.931450580801
"63",-123.268382605726
"64",-248.194431277889
"65",-142.297669792013
"66",3.89193990039525
"67",24.2983529575274
"68",-86.3423654491397
"69",-34.7273853160058
"70",-172.637776336127
"71",-172.195836486518
"72",-228.145736385915
"73",-240.691266745282
"74",-144.27307949483
"75",-268.806525538256
"76",-231.956313471502
"77",-105.269565929436
"78",-161.700194883241
"79",-162.641654635084
"80",-287.875227490717
"81",-142.724703468272
"82",-127.478107828696
"83",-35.2564749810474
"84",-87.6283027216606
"85",-235.95900646063
"86",90.0979982984371
"87",-82.4473584641413
"88",-49.518319116243
"89",-78.091672700546
"90",-39.9090170671574
"91",-2.05892374229759
"92",52.5359972127919
"93",140.776523475371
"94",25.8869738160894
"95",131.272991560635
"96",-174.048881849937
"97",7.2092662378421
"98",116.766760601202
"99",-43.7726682638905
"100",-32.6950433131888
"101",-104.259134947479
"102",15.4099010296446
"103",-176.060327397346
"104",-33.5211095427634
"105",-9.67444977472939
"106",77.4208817107993
"107",-21.1606709244473
"108",-130.601307629136
"109",21.5492285242875
"110",-94.8048082339704
"111",-188.796958667516
"112",-63.2945461055345
"113",-23.9482455379828
"114",23.6484603095902
"115",-140.715555733259
"116",-94.6583753947836
"117",9.37220148903795
"118",-46.5087955078056
"119",-147.154377071953
"120",-48.0876801318881
"121",-52.0695298696617
"122",82.7923959051702
"123",57.9025364059379
"124",108.715303063973
"125",5.61516621309727
"126",139.170038965709
"127",78.6495238734499
"128",88.6632562898414
"129",-56.9578055418571
"130",-21.0375874281992
"131",90.5470535869178
"132",126.205525620951
"133",172.965835229333
"134",16.7633141087124
"135",154.588960435115
"136",126.311799029806
"137",259.534594730549
"138",82.2845914517933
"139",72.9174913865947
"140",153.038160978168
"141",144.520909460278
"142",42.0074059300385
"143",133.163997126051
"144",78.5255968652189
