"","x"
"1",23.2795433986105
"2",55.9907314577573
"3",47.7604860456926
"4",-15.5705213999709
"5",-87.1842593468908
"6",-40.9298255021524
"7",18.0230636613342
"8",-88.2897089576463
"9",65.3975851223378
"10",-187.913700735409
"11",-185.837347868272
"12",-130.503609293897
"13",-104.033171966682
"14",-169.050059653804
"15",-42.8173417381691
"16",-247.917560999717
"17",-63.3934137760839
"18",-172.912377681644
"19",-200.654575247996
"20",-121.472400939287
"21",-96.8522458942809
"22",-95.9497304147479
"23",87.1787874320337
"24",-81.1794154700734
"25",-87.0941591066161
"26",70.5146207088096
"27",84.2021652917307
"28",-99.9062618558534
"29",-126.483539759445
"30",-145.004427211529
"31",-59.4627541518822
"32",-83.1057176564781
"33",-307.647551760466
"34",-58.2800901913922
"35",-85.5211448288654
"36",-115.691733047167
"37",-99.4305782621893
"38",-65.0800981710701
"39",-89.6646263387561
"40",-246.240412225737
"41",-215.010690558685
"42",-240.209177768024
"43",-156.806568807208
"44",-134.575519115763
"45",-222.49339482229
"46",-202.820553566981
"47",-87.1253523584978
"48",-158.755608749066
"49",-190.477489407851
"50",-43.3337310448201
"51",5.31724147203125
"52",-29.787124452111
"53",14.6710147974167
"54",-34.4935867015899
"55",-103.381869260412
"56",-110.369827651503
"57",-147.283259426976
"58",-105.085345540379
"59",-86.4751504524959
"60",-326.968716768651
"61",-245.14918768799
"62",-128.52098787105
"63",-103.724742792268
"64",-71.4001719565084
"65",-25.0422384337071
"66",7.62417211095059
"67",-80.6810966512546
"68",-131.722789907771
"69",-147.444623568473
"70",73.9032980167239
"71",-69.855807071614
"72",-73.917872320382
"73",7.65000823442689
"74",-70.0786872018203
"75",48.5405169103697
"76",80.8093863141274
"77",-34.0676547955989
"78",-85.1872064448738
"79",-43.6168547119332
"80",-44.8435866941465
"81",-135.382966918578
"82",-263.919877900447
"83",-175.64317841631
"84",-143.43818884491
"85",-139.136305135453
"86",-108.845890532164
"87",-270.649465847832
"88",-205.881510218613
"89",-143.89222593585
"90",-308.048234936827
"91",-224.408054923887
"92",-301.41530716642
"93",-321.524605038943
"94",-346.186226059605
"95",-157.915400786316
"96",-249.136447675525
"97",-118.834512027373
"98",-260.371841980539
"99",-441.487805468448
"100",-355.14498686232
"101",-199.164416898248
"102",-378.993428518371
"103",-452.353130739687
"104",-368.048657197674
"105",-552.924426268699
"106",-519.373247007643
"107",-530.679634786608
"108",-568.070758225752
"109",-387.755033557892
"110",-455.374356603455
"111",-525.929855666507
"112",-520.009439043513
"113",-503.381870526861
"114",-676.420582396178
"115",-487.273888133541
"116",-646.598886857351
"117",-725.786658905443
"118",-636.806000517662
"119",-659.661837865073
"120",-653.354425614947
"121",-701.57318789918
"122",-625.538442884065
"123",-538.908981402529
"124",-654.56755024308
"125",-642.67553583463
"126",-674.520793427705
"127",-708.761093818939
"128",-694.76090254687
"129",-954.190201947034
"130",-784.534301081735
"131",-773.290283054032
"132",-761.66815348304
"133",-790.334953780373
"134",-925.509388807603
"135",-782.943929409556
"136",-898.651725524516
"137",-840.508674700265
"138",-590.912752911686
"139",-671.761140669929
"140",-627.248146597894
"141",-535.038581253007
"142",-793.124953304413
"143",-702.481118302457
"144",-707.664546945023
