"","x"
"1",203.415614966563
"2",64.0601642339495
"3",155.803923475165
"4",180.622241345843
"5",23.6019344441858
"6",-185.838981520116
"7",54.0657064907037
"8",8.4995035469968
"9",-54.7455546693171
"10",180.386120708936
"11",99.2665015151219
"12",81.790291172749
"13",103.125029597997
"14",196.247404653527
"15",166.187289963467
"16",-1.06612116506003
"17",118.802932008609
"18",28.2059642384341
"19",64.9435184668318
"20",13.874245475517
"21",-51.0783572175646
"22",87.4713115151144
"23",-101.747302376454
"24",-75.6018697670641
"25",-37.8027379146113
"26",-36.1809935374104
"27",-114.415929526439
"28",0.691738712013534
"29",-108.082556441131
"30",-174.882885318179
"31",-29.9296030858178
"32",32.2225785543308
"33",-105.31945731898
"34",-118.154960780901
"35",-121.915272640096
"36",-94.2989268081326
"37",-69.0887413697894
"38",-53.3797815750176
"39",-46.4387628763148
"40",98.6151626909658
"41",35.3196147056996
"42",-61.1583743741485
"43",-160.163172103178
"44",-18.7415967551218
"45",18.9290746879986
"46",-8.61165006442097
"47",-64.8769238667154
"48",106.722166179294
"49",127.115901730062
"50",102.902108849708
"51",146.288820129864
"52",53.3175990960748
"53",61.1333856773917
"54",120.99694923075
"55",109.045125730459
"56",52.579785905538
"57",57.0533037644027
"58",68.4549321614997
"59",-150.16282653048
"60",-152.353232788281
"61",-251.361063757747
"62",-165.22787381123
"63",-91.2916366895678
"64",-144.033266241531
"65",-175.365093582044
"66",-282.096205805176
"67",-214.452234341351
"68",-158.23681967416
"69",-301.766450128048
"70",-286.150340394762
"71",-417.117221692089
"72",-346.722652542295
"73",-354.370004433258
"74",-310.989022162718
"75",-339.579857847431
"76",-242.480117470858
"77",-266.718269985715
"78",-369.109073658146
"79",-347.544049141411
"80",-338.384692378074
"81",-237.812199854801
"82",-361.847241624154
"83",-348.001992049746
"84",-334.483440258393
"85",-177.832950829096
"86",-264.040746116966
"87",-428.072145562536
"88",-271.784532104453
"89",-340.299120518294
"90",-317.694558454333
"91",-183.807168941422
"92",-444.178097804783
"93",-165.655378894124
"94",-240.519672923628
"95",-191.435455893243
"96",-95.5739851207665
"97",-96.5209850774775
"98",-197.595260813764
"99",-33.2371817823572
"100",-65.1922964543202
"101",-241.271857801722
"102",-2.59871552990879
"103",-89.9130274340394
"104",-69.4966338106295
"105",-66.2756900928382
"106",-115.260690502302
"107",-233.136019600297
"108",-203.219018987178
"109",-181.396115038558
"110",-103.32993822951
"111",-2.26002042023578
"112",17.7254746421171
"113",-200.859879611743
"114",29.0907954968016
"115",-134.660423083624
"116",-190.437255220341
"117",-161.689608471502
"118",-356.279284923246
"119",-268.521730650643
"120",-344.885401845601
"121",-485.199411266711
"122",-463.355284950187
"123",-496.942391890306
"124",-493.154989388699
"125",-272.344937120413
"126",-376.579792553437
"127",-449.30507819489
"128",-295.936035549975
"129",-273.632068696126
"130",-320.803934436908
"131",-405.512240585207
"132",-243.379662927415
"133",-275.281286401013
"134",-344.334130446905
"135",-404.134465982532
"136",-426.469113676953
"137",-522.688356119779
"138",-415.66050595575
"139",-530.34651608594
"140",-595.499468309433
"141",-569.770929067276
"142",-487.433606926021
"143",-519.176119286643
"144",-445.347583147057
