"","x"
"1",5.18916814404203
"2",7.46053053183842
"3",5.21623949906676
"4",4.06928485285453
"5",3.33646268946179
"6",4.38620480346711
"7",4.78489799029295
"8",6.49994064008306
"9",5.13983169377451
"10",4.75227789194077
"11",4.65199190505312
"12",3.84298137805588
"13",5.41370221454094
"14",8.2694970998209
"15",7.21689269528256
"16",8.6811154920161
"17",10.5990611509495
"18",10.5523402037941
"19",10.1173089304554
"20",12.2912204611421
"21",9.08250662637445
"22",10.8678586452464
"23",10.6382521062636
"24",10.8401647984998
"25",9.60996012080268
"26",10.1274149466636
"27",9.88523390446047
"28",11.0686134497875
"29",10.7677891219658
"30",10.442384710842
"31",9.61378109989508
"32",8.17819065194863
"33",6.58087350736477
"34",5.2850844053805
"35",8.03375876278291
"36",6.91018144428394
"37",7.68585103842391
"38",6.04878004027483
"39",10.5921770410808
"40",10.6922160825908
"41",9.65073887604296
"42",7.90828226850588
"43",6.39717597210766
"44",4.34858865923563
"45",3.46978046914844
"46",4.45996729417514
"47",5.6164113648238
"48",5.82151951541497
"49",2.47788140342961
"50",5.95945833533795
"51",4.73732684525258
"52",6.00025027306261
"53",4.47595954596355
"54",3.75232240229744
"55",4.61339931290069
"56",4.5241277959294
"57",6.72018073155659
"58",8.44659686715426
"59",7.49499105218186
"60",7.91299050632487
"61",5.71684472579539
"62",6.86748840640264
"63",6.43602067816606
"64",5.61547144654563
"65",7.88136823985019
"66",8.39979202548864
"67",9.05301479972829
"68",9.5728321946998
"69",8.10937585852393
"70",6.12585826820034
"71",7.89898241123611
"72",6.73456587936041
"73",7.01025282322267
"74",7.73265083589787
"75",7.82395139317062
"76",9.8161071500443
"77",8.3379329133272
"78",9.02479998048879
"79",10.9810476318597
"80",9.81887049255219
"81",9.98156238441589
"82",9.44999101279053
"83",10.2645142212959
"84",12.2166446226521
"85",9.80654358261514
"86",8.90882880520116
"87",9.91986748083223
"88",8.88617608616465
"89",7.66469679211963
"90",5.68251601349859
"91",6.69259916582428
"92",8.04550231359377
"93",7.4959688293197
"94",9.22620065608647
"95",11.4545487982575
"96",10.496002110464
"97",7.3908648271124
"98",10.2977293826767
"99",10.6758055280236
"100",9.95478497551945
"101",8.12431223803731
"102",8.15638285365383
"103",7.98516472755675
"104",8.78730253645952
"105",9.85500573307882
"106",9.72541761259363
"107",8.82943009552469
"108",9.69016712710144
"109",8.68376937743826
"110",7.60563980052613
"111",6.49380662438116
"112",6.71322723785998
"113",4.54230094394296
"114",6.87174912110087
"115",5.57904550717093
"116",5.74522689128586
"117",4.09548384234373
"118",3.79011012419852
"119",4.27327418788741
"120",4.30214959987592
"121",5.01673415682186
"122",4.80153558284582
"123",6.5234464436424
"124",7.7172278894877
"125",6.01288109095167
"126",4.690806806066
"127",6.58971975849994
"128",4.53926798113851
"129",2.98566581237249
"130",1.76258065820755
"131",2.31442031949771
"132",2.50852890936788
"133",6.19021446984921
"134",7.68195291763236
"135",8.95123837027864
"136",6.35538416711016
"137",5.79839004286807
"138",5.67527776477655
"139",5.88315330343088
"140",6.30590481750286
"141",6.7523441068086
"142",9.49284856069891
"143",11.7778066589227
"144",10.3812454743506
