"","x"
"1",7.63191354414427
"2",10.0786086466176
"3",11.352386545577
"4",10.5062417634986
"5",10.7723957551446
"6",10.4131799313181
"7",10.9897728224966
"8",9.61744606879895
"9",11.5985507725537
"10",10.7109317078407
"11",11.3743297784925
"12",9.79648621910012
"13",8.24032895456425
"14",7.97953696135293
"15",7.84304729610662
"16",10.0985065979384
"17",9.83037419765157
"18",9.06353950570396
"19",8.83886730647894
"20",8.36629315877906
"21",8.94456691123023
"22",9.06530925945423
"23",8.26293592315598
"24",8.1494271481359
"25",8.24476636174358
"26",6.86806089667649
"27",6.34973819227009
"28",7.3563870124248
"29",6.34946511395346
"30",6.34706871156527
"31",8.4076298677189
"32",9.9319955967806
"33",9.67910711914027
"34",7.99161223002391
"35",7.07021181283086
"36",10.2057818478907
"37",9.5742942364662
"38",7.54044353581631
"39",5.54985011017616
"40",6.54672205641513
"41",7.65446685910901
"42",6.81492324801165
"43",7.0741731184124
"44",7.25993348968987
"45",8.3225060989007
"46",9.66366298829836
"47",10.304098358883
"48",11.3701726027254
"49",8.76026392921166
"50",9.65250628864623
"51",9.85629684585178
"52",9.89324287719661
"53",11.4598819258459
"54",9.33296201679186
"55",7.33508636531251
"56",5.74195247258758
"57",7.98181917091171
"58",9.0726035505617
"59",10.9392733787028
"60",10.6433705377841
"61",10.8314373371872
"62",13.7906308786967
"63",16.4421212865511
"64",15.3436322084074
"65",13.8356759431488
"66",12.6085151020934
"67",13.6731556758009
"68",13.764601369416
"69",14.1950052684938
"70",13.8067779951845
"71",15.2132027296609
"72",14.2515572021916
"73",13.9385685819701
"74",12.1228275314259
"75",8.45706941814511
"76",6.8205650776805
"77",6.97608865941518
"78",8.26630835774805
"79",8.74588503324042
"80",8.05963732213895
"81",5.86615332841007
"82",6.61943259568836
"83",7.54540178755643
"84",8.58086047504313
"85",6.94805867119822
"86",7.25556688701924
"87",8.0545555433724
"88",8.84513546632875
"89",8.99695425778784
"90",7.78538342954503
"91",7.21677213601396
"92",10.0169272687592
"93",11.1313530823246
"94",10.7525545160685
"95",9.05935020407897
"96",10.6446765720614
"97",8.45617420799166
"98",6.88870075719894
"99",6.71521560743333
"100",5.52782560778747
"101",4.54459502392829
"102",4.69499435373563
"103",3.88194242136796
"104",2.84325180159014
"105",5.11969107012082
"106",5.2404537388735
"107",4.24673182705687
"108",4.91759744273355
"109",5.96470228572182
"110",7.62220881892376
"111",7.59610859721409
"112",5.59133384531581
"113",4.60608515327053
"114",4.62905220905533
"115",4.94913720253255
"116",6.33301692088371
"117",8.41497488226564
"118",8.38629416564722
"119",9.83623203177519
"120",9.42066845120748
"121",10.1095044442057
"122",10.0246070387508
"123",7.44123838459108
"124",8.4955703311892
"125",9.97979918052491
"126",8.17201777114605
"127",7.50801925404344
"128",6.9936252888854
"129",6.57348772046696
"130",6.3669776439368
"131",4.59801277257342
"132",3.40487873613319
"133",3.61520134411696
"134",5.60496894380938
"135",4.22768268756067
"136",6.30311268085837
"137",6.9126212372396
"138",5.77941519380995
"139",5.01675707807809
"140",6.69801703924114
"141",7.37345973699268
"142",7.6169137223506
"143",6.31648246120719
"144",9.06921450604013
