"","x"
"1",8.08118508737988
"2",8.56485925795188
"3",9.6731498873616
"4",10.2809843852191
"5",11.3779083078066
"6",12.3958399241743
"7",12.9650040991052
"8",13.7470988816414
"9",13.29866051796
"10",14.7724660528564
"11",15.8068197439271
"12",16.7949348089325
"13",16.8706374544837
"14",18.0358874956069
"15",18.7031825860653
"16",18.9271800490923
"17",18.2174975350344
"18",17.9617775793808
"19",17.1622849093917
"20",17.1909383785586
"21",16.0726103246525
"22",17.015917108094
"23",16.7925017497723
"24",15.6547976484337
"25",14.9639562134046
"26",15.4950126711405
"27",16.1867692549289
"28",16.1624558635739
"29",15.2173686322772
"30",15.9068952178823
"31",15.4187832628024
"32",15.9430346233386
"33",15.6984567997272
"34",14.684644540124
"35",14.7496031568843
"36",16.9407668371979
"37",18.2856606270462
"38",20.4722732445218
"39",19.7974810071961
"40",19.9120642318202
"41",18.6497681920437
"42",16.5389532539585
"43",15.8595090844349
"44",16.6891599329315
"45",17.2009446880994
"46",16.1761533296325
"47",13.9962605622168
"48",13.7821647605734
"49",14.8036973549351
"50",13.9973179731955
"51",13.3614950393887
"52",9.84415733315416
"53",7.80316337080554
"54",10.8585318294725
"55",13.47140714285
"56",12.0956631099263
"57",10.4314483328589
"58",11.4747878752426
"59",11.5449006758422
"60",13.2504221212083
"61",13.7861392047834
"62",14.5791844954766
"63",16.8645331364932
"64",16.6771552233617
"65",15.823688311106
"66",14.3811498233542
"67",13.7151175515359
"68",15.7051132682701
"69",14.7311561383768
"70",14.4258202266452
"71",15.5509507465508
"72",14.8054020646733
"73",14.205425134293
"74",14.4477116422908
"75",14.8480657833103
"76",13.3105407689086
"77",14.9307163088906
"78",14.3027656467196
"79",13.3780349660186
"80",14.5686618041605
"81",13.2302030636659
"82",10.0232179813188
"83",9.6363412990616
"84",9.97984730186941
"85",9.87975955904455
"86",12.0027133554515
"87",10.0423388271835
"88",10.0209283053586
"89",9.86170455556297
"90",10.175877299992
"91",9.28963802083088
"92",9.15099759986451
"93",8.87432903085642
"94",8.87491367139865
"95",10.7909805183097
"96",11.1381548273506
"97",11.033587998644
"98",11.7369939110484
"99",10.6311346642493
"100",8.63795034569273
"101",10.2523902963202
"102",9.50117390918713
"103",10.022512547248
"104",10.4642249944728
"105",10.6284123511008
"106",9.28901972488634
"107",9.91912654136071
"108",10.0508221000505
"109",11.7719457688871
"110",11.2250391201713
"111",9.66982681112937
"112",7.54047587171833
"113",4.8026421755238
"114",7.00038806052401
"115",7.5523923654087
"116",8.17756702264374
"117",8.97816187568708
"118",9.69733688869853
"119",8.47586938362065
"120",10.137786058326
"121",10.096785242231
"122",9.99601735222432
"123",9.3917910728498
"124",8.32334447541958
"125",9.96968525903955
"126",8.78314774076516
"127",7.95382786580292
"128",8.44212284933577
"129",9.20267604885087
"130",8.5520755348725
"131",8.11898315241118
"132",10.1201756768632
"133",12.0004253413692
"134",11.6425164303933
"135",12.0792450811593
"136",10.9148002374633
"137",10.5367390534607
"138",11.3073366216587
"139",12.4807262692753
"140",12.5585670347985
"141",11.746380957315
"142",8.24854368724024
"143",8.50413215992239
"144",8.58671665960494
