"","x"
"1",4.58735810619412
"2",6.41180969664344
"3",6.61322186833851
"4",6.26255853158441
"5",7.55457062009923
"6",7.29756706080465
"7",10.3453338896229
"8",7.66002975026114
"9",7.21779828783143
"10",7.04124838608551
"11",6.73722135198622
"12",9.00770725421764
"13",6.72941315658042
"14",8.15882331533989
"15",7.58405410418482
"16",8.79306055873461
"17",8.60155749196819
"18",6.94291147503599
"19",8.76909238854485
"20",10.0955245548546
"21",11.1482648712444
"22",9.48462880399077
"23",9.8709357336299
"24",9.27384332876458
"25",7.30137475143419
"26",7.26037871656799
"27",7.8436136701326
"28",7.43782884460303
"29",9.50137731535548
"30",9.5403240866723
"31",7.91301371072592
"32",10.2578319340427
"33",8.35815819243853
"34",10.011122394927
"35",10.2144819885221
"36",10.3052897711618
"37",7.46934739103091
"38",9.2496916848636
"39",9.48431990773428
"40",9.31678597480417
"41",8.70196890745653
"42",8.07822418889667
"43",8.71047975592471
"44",10.3127664897051
"45",10.8870597438358
"46",11.6836883953176
"47",10.2573516666222
"48",10.9897405746009
"49",10.0035045432227
"50",10.1186569560739
"51",10.4092824106326
"52",9.67064174308216
"53",8.67282513741837
"54",6.9734456720132
"55",6.26254503760347
"56",7.63708207630956
"57",7.68174613540636
"58",6.75364949037977
"59",6.31859119955744
"60",5.43295016222521
"61",4.71258120472241
"62",6.84178253942683
"63",7.8696418021901
"64",7.96914714057801
"65",10.520918647785
"66",10.3970236321354
"67",9.28905151455813
"68",11.4163565269206
"69",11.5309168375674
"70",11.7874628004431
"71",11.2153306398606
"72",10.6322866099293
"73",10.5581455298555
"74",9.73336098413024
"75",10.4036356840565
"76",10.5739456850289
"77",10.9692045993382
"78",10.8298089431441
"79",10.7356530499074
"80",10.6315773501571
"81",9.87988182571722
"82",10.1614426959639
"83",11.1409574967345
"84",9.42140916128771
"85",7.29363139909116
"86",7.2748416822184
"87",9.17895089626418
"88",10.4546994330529
"89",9.03617027581995
"90",9.34887266896748
"91",9.31716422879267
"92",11.3895861077596
"93",8.9078138027846
"94",7.91746403440876
"95",7.78016038058532
"96",8.78125883595397
"97",9.57671661450713
"98",10.1969853899612
"99",10.0414798013528
"100",7.59074858654953
"101",7.73591847510211
"102",8.00144386931589
"103",7.84947103185083
"104",7.71656688146071
"105",7.3560305546951
"106",6.9269277132629
"107",8.98894275015211
"108",7.45322520782064
"109",8.36497270776598
"110",7.34364534410827
"111",8.17747591362771
"112",11.4187418171459
"113",13.1494979579098
"114",11.6193196103335
"115",11.967600152765
"116",12.5200676581166
"117",11.6693341800318
"118",12.8710788610798
"119",13.0413124303639
"120",13.4215370046182
"121",13.9923181188953
"122",13.1380617763716
"123",13.3295976511593
"124",13.5569624285043
"125",13.0880695183341
"126",12.2816198981405
"127",12.2416854498519
"128",12.5284873109713
"129",13.5986971647681
"130",14.0098627079078
"131",11.8562505944296
"132",10.5341752244544
"133",12.0134364173897
"134",10.0688454926498
"135",11.0553762190761
"136",11.0045343432287
"137",12.5770203677105
"138",13.3087731926584
"139",12.4020645436299
"140",14.2077364924864
"141",14.9079153605889
"142",14.6188355097859
"143",13.8172401395338
"144",13.8901547284158
