"","x"
"1",5.00453715472002
"2",7.06707065265654
"3",7.81326898252568
"4",6.18361447533296
"5",5.28079626687679
"6",6.04055797256091
"7",6.22320680533968
"8",5.30327547404842
"9",5.36337286207028
"10",6.01482358408162
"11",5.36070137493073
"12",3.91995774350744
"13",4.03118180852598
"14",5.83602276272501
"15",6.90200101519165
"16",8.02799051827965
"17",8.64377758572008
"18",8.02654740389985
"19",9.66648757082679
"20",9.36257933583368
"21",10.4005644363621
"22",8.37243249309251
"23",8.63182669448264
"24",9.97627621844041
"25",11.0814233862804
"26",11.9717237075603
"27",10.3136324775163
"28",10.0425025917348
"29",8.63891594420331
"30",9.81448653575204
"31",10.7493953101542
"32",10.5116998889445
"33",9.45661146092194
"34",9.19084318172955
"35",7.57449638679007
"36",5.52555213370519
"37",6.05687069528193
"38",6.01027024551247
"39",6.19533603532768
"40",6.41303398334589
"41",6.80083567176195
"42",7.55884698625374
"43",11.1522398292004
"44",10.6333441518246
"45",11.2198132995538
"46",8.6667016873146
"47",8.68999730813075
"48",7.71312346375024
"49",5.8088395878035
"50",6.94865612548114
"51",9.03040287491206
"52",9.91499192120095
"53",9.77588738289445
"54",11.9230225811785
"55",11.9015224616131
"56",10.3260853363574
"57",9.62580102600164
"58",8.32315472537037
"59",7.0482227080565
"60",5.99332787194604
"61",5.43589262108864
"62",6.6781280702679
"63",7.14351739049843
"64",6.6425764654349
"65",7.30620566349364
"66",6.93170269433536
"67",6.23959830795122
"68",7.26828653342706
"69",9.03112827791582
"70",7.4480653771697
"71",10.2131933724631
"72",11.2447313088445
"73",11.0268148377836
"74",9.00533254503189
"75",9.35063691580766
"76",8.00469003229297
"77",7.12082743111386
"78",5.68782276809043
"79",7.01493388856485
"80",9.27488962913669
"81",8.49990004658346
"82",10.9271847577513
"83",12.5962844461008
"84",11.1581958673755
"85",9.58788105738979
"86",10.2292423695837
"87",10.38560657413
"88",12.5594347432289
"89",12.9074690916538
"90",12.7542794333419
"91",11.8114121753321
"92",8.04149271887273
"93",10.3062208345458
"94",7.86334029312644
"95",6.41720344311076
"96",11.5815090576888
"97",14.1113989418039
"98",12.9262590418926
"99",11.312012940291
"100",12.9065624015014
"101",14.6045540227108
"102",14.5405936930974
"103",13.3781888919879
"104",13.7741335467154
"105",14.4157065374498
"106",15.9785564823271
"107",12.705622589249
"108",14.5565816450598
"109",13.7305900563997
"110",11.8158902134213
"111",9.69220080035954
"112",8.38352007819664
"113",7.56996687127089
"114",6.53020024926038
"115",5.25080582780647
"116",6.35344035804883
"117",5.48286882548054
"118",5.95330003333539
"119",7.13058031380759
"120",9.31303651247361
"121",9.35629611700374
"122",8.45221845188552
"123",6.00030615496866
"124",6.55610524671261
"125",5.91935407237286
"126",4.61500283063353
"127",4.17987764808318
"128",5.10160964205694
"129",4.26474134397899
"130",4.73156458471176
"131",5.43831503614257
"132",6.63787019944263
"133",6.07967630471691
"134",3.96408005079722
"135",5.36474790045687
"136",7.38799243497731
"137",7.14703349981374
"138",7.50755640446616
"139",6.31236250613948
"140",6.09864013706517
"141",8.29114788935377
"142",7.93209890038095
"143",6.72180553895531
"144",7.15443281760086
