"","x"
"1",4.93462742958912
"2",4.31940691293242
"3",2.7739322643292
"4",2.70679336300946
"5",3.75360309842724
"6",4.61829464421114
"7",3.62798614579471
"8",5.06218577396924
"9",5.35404656787965
"10",4.97788578634719
"11",4.24075303696745
"12",3.73669820480293
"13",2.92131345144471
"14",4.17933951519377
"15",5.02644957613189
"16",6.70557525352368
"17",8.38173999011007
"18",8.2843495889865
"19",8.33972420701005
"20",11.2746100559546
"21",10.5555880177642
"22",9.67856677979955
"23",8.39553946192642
"24",6.24270712371912
"25",6.31369806364634
"26",5.21040958058244
"27",7.48660893066493
"28",7.39593215701943
"29",6.3636521984951
"30",5.81463434539737
"31",4.82835783067411
"32",6.09969975784982
"33",4.57475504702984
"34",5.40116419602414
"35",7.59294286707647
"36",8.66370576139967
"37",7.26475262107061
"38",8.13507420416447
"39",10.579387751862
"40",10.3593703656685
"41",10.7440143346481
"42",11.1206408250535
"43",12.8962166997639
"44",12.0573030744185
"45",10.1027817464511
"46",9.82702283272194
"47",11.7621187588191
"48",12.4759123190775
"49",13.75485598416
"50",11.2952416458028
"51",9.84751505325789
"52",8.20018181886268
"53",5.58556084173989
"54",3.43922156696692
"55",2.76163329923387
"56",4.12959063008125
"57",3.00654132352577
"58",3.17934761032523
"59",3.72473876366196
"60",3.66525384714221
"61",5.71642542421232
"62",6.35646152192237
"63",5.84655662544108
"64",5.11283890922251
"65",5.65419919470576
"66",5.25853851080205
"67",4.92346654730151
"68",4.16685250099648
"69",4.97526248586873
"70",7.32344735310653
"71",8.64303127338895
"72",7.20873489868298
"73",7.57126957973401
"74",8.64868448130235
"75",10.5191296837367
"76",10.9122382501695
"77",9.9486464949164
"78",9.37445889517002
"79",9.99488201087796
"80",9.45617799078642
"81",8.48476925274694
"82",5.66687585467253
"83",6.65232862223495
"84",7.56319380119037
"85",7.79190029247155
"86",7.27241426253513
"87",10.1429966200914
"88",10.8796127532515
"89",11.2620417294479
"90",11.4734391664832
"91",13.8572767274447
"92",14.3779131237955
"93",13.3743677185812
"94",11.2848944378402
"95",8.56804037999656
"96",10.0812295789296
"97",11.0729515279294
"98",8.67922612870357
"99",5.85286920202649
"100",6.15388402041978
"101",4.60465747278834
"102",4.3795042212762
"103",4.2001669915126
"104",3.77318957074688
"105",4.69902249079961
"106",6.27603499828322
"107",2.87282146439591
"108",2.58879396449977
"109",2.6453994697993
"110",2.90440802567624
"111",4.13192656711384
"112",4.05975791697376
"113",3.32661433073843
"114",3.37622967652048
"115",2.93648521494044
"116",3.31505092708216
"117",5.19050892237391
"118",5.66104651555749
"119",4.31974138082568
"120",5.21707713665469
"121",3.69736380776214
"122",3.96848933297663
"123",3.06279503736414
"124",3.35831181439863
"125",5.42574617410258
"126",5.49083824348076
"127",6.90710979760354
"128",6.08906942799145
"129",4.94729455138263
"130",5.03796173902966
"131",0.846701909702308
"132",1.78632831836865
"133",1.26378000942993
"134",0.939623249021623
"135",0.821831187748874
"136",1.81558125167505
"137",0.338350291843926
"138",2.36354969566545
"139",2.07426125059694
"140",4.35263312895697
"141",5.47174536820431
"142",6.35087937316616
"143",4.29691119106134
"144",5.10662574669118
