"","x"
"1",12
"2",139.279481295268
"3",125.555512838854
"4",174.922066522526
"5",273.118697196965
"6",251.455455885317
"7",173.904439753494
"8",344.294856966768
"9",300.781391706131
"10",174.127135147834
"11",348.079368314259
"12",391.353812416312
"13",386.723022001963
"14",275.940450496227
"15",365.936308788161
"16",340.048653833865
"17",392.27099342804
"18",273.944599042971
"19",406.529502454271
"20",281.955208366642
"21",209.041915109023
"22",377.79053044671
"23",196.51161479434
"24",317.319250882615
"25",215.428269922292
"26",215.140841460719
"27",290.921465873646
"28",390.255918137145
"29",331.693157640507
"30",65.8819445257321
"31",83.4636593537878
"32",77.2178415551627
"33",164.75435471807
"34",184.492410931316
"35",66.7661395368035
"36",127.250152388671
"37",262.525620337349
"38",313.098150695054
"39",325.656649376166
"40",277.345585525325
"41",123.608827082348
"42",205.889523888892
"43",167.614618908453
"44",100.886371443346
"45",81.5635735448973
"46",251.979029531303
"47",143.902471750171
"48",43.3725401505545
"49",184.174718965487
"50",240.064591428553
"51",239.771064375942
"52",127.091105471454
"53",151.952592640723
"54",305.692984867001
"55",247.062421515063
"56",177.604986649616
"57",78.0798509895859
"58",253.513139929332
"59",237.272021290493
"60",130.309543040525
"61",115.680578061224
"62",118.530349124247
"63",210.163392147853
"64",290.705278208253
"65",274.502096169314
"66",225.471986321852
"67",114.823353168474
"68",123.871420143933
"69",74.7146372975246
"70",39.6892925740642
"71",134.858981379687
"72",54.150460994306
"73",128.69636505989
"74",218.483660669009
"75",150.016315975768
"76",37.1405819485397
"77",26.603948412502
"78",224.880074300258
"79",121.514767700174
"80",51.7166898362089
"81",122.34695961348
"82",68.0989276386818
"83",36.0696386002453
"84",121.273185152594
"85",77.4436766476083
"86",171.367766511633
"87",240.932485552845
"88",116.690093025319
"89",121.191579725189
"90",187.804435581656
"91",235.454050755753
"92",56.868923673186
"93",36.1350293812517
"94",-35.8574353910687
"95",23.2877629750538
"96",6.38273749778347
"97",177.563210088268
"98",5.58158323270064
"99",152.042818229968
"100",52.7841355279851
"101",80.1179873765328
"102",-43.9982440709889
"103",132.682659109221
"104",167.17309075338
"105",52.4301828855663
"106",140.734249051149
"107",294.369499560862
"108",42.1381287239651
"109",144.054208324082
"110",91.4292503443724
"111",228.266977732875
"112",159.94997476993
"113",18.1014186556776
"114",262.077724401015
"115",94.7797772148264
"116",102.57116759414
"117",105.747594106238
"118",152.719741576808
"119",225.207390050855
"120",112.062843162079
"121",14.3640094924427
"122",139.811494838017
"123",220.43836268265
"124",159.781300864157
"125",171.530376239901
"126",95.5546928023215
"127",63.088229015553
"128",129.959252017648
"129",61.875146500612
"130",187.185569752066
"131",2.06766842016754
"132",-14.4087877297073
"133",-50.1937628718504
"134",8.07527022718362
"135",141.837989650552
"136",102.004479006722
"137",99.710428824541
"138",74.0941027183212
"139",49.2147461847668
"140",153.076423006517
"141",96.924521527992
"142",104.295645156521
"143",120.609086045634
"144",144.315100529824
"145",73.5268128883865
"146",92.3138030559381
"147",159.060638482408
"148",148.011827896841
"149",158.662949601465
"150",137.011630897531
"151",-85.6599775977352
"152",8.08504079463412
"153",-88.243674971293
"154",111.48740942602
"155",248.649304838771
"156",224.57763091339
"157",259.325123051414
"158",291.092372008605
"159",317.665581714406
"160",220.878677428143
"161",156.496276259318
"162",287.401639817968
"163",341.770986861753
"164",290.00241299139
"165",164.641898094478
"166",401.111755708988
"167",329.970092298895
"168",304.533725450008
"169",336.676846857584
"170",260.559921823192
"171",369.796885686611
"172",364.2487992734
"173",246.320245860667
"174",336.440319789943
"175",301.260448115891
"176",235.224896028732
"177",250.148709344588
"178",329.64034359099
"179",320.623796924049
"180",259.699046606851
"181",271.356077417412
"182",166.297497206461
"183",204.951568216546
"184",229.435432860472
"185",233.655993799153
"186",236.862939735058
"187",212.434356539426
"188",280.244614838394
"189",244.966150641998
"190",229.997903579133
"191",172.939286705126
"192",259.195726557294
"193",105.535683851755
"194",160.20276842343
"195",117.351955072624
"196",-0.952685453511968
"197",55.2848839482551
"198",45.130400530306
"199",166.837864517808
"200",276.586794510571
"201",62.0598867172893
"202",52.2012944938487
"203",63.4707734869707
"204",88.3343721081574
"205",161.817162995538
"206",9.57894877977576
"207",-60.5892087146782
"208",91.4939293747423
"209",-95.8653352641053
"210",10.1781866834002
"211",0.401930270658646
"212",-132.044173229748
"213",-56.262826559955
"214",71.1158006246906
"215",86.8086747761842
"216",104.457956132955
"217",-70.4854969005003
"218",2.54918599596974
"219",-70.4597798841895
"220",162.40563217969
"221",-56.1977303663945
"222",16.3468626563066
"223",43.1539975646758
"224",174.338251229553
"225",144.740421067102
"226",141.323053402548
"227",191.091363507234
"228",49.8246018521187
"229",55.0006093630961
"230",76.2174388970903
"231",111.32264928921
"232",91.0984375131871
"233",32.50899507436
"234",-19.2406180155817
"235",51.7261179357171
"236",-125.061885211445
"237",-106.940841308885
"238",38.8841552385328
"239",69.1543111839127
"240",135.351968084576
"241",160.119551237211
"242",64.2676855396969
"243",-45.4158130750601
"244",29.1724852561906
"245",67.7315405747333
"246",17.1699486495495
"247",58.7225645175102
"248",25.2103163045776
"249",151.331242796227
"250",200.851671128047
"251",86.7603661235981
"252",98.778717279761
"253",106.861944944734
"254",184.72757828049
"255",236.856686719578
"256",203.929559738773
"257",164.307028830197
"258",196.59887984136
"259",203.521514541791
"260",279.756386063323
"261",206.379620107033
"262",272.835690302012
"263",237.49387558913
"264",148.081332411712
"265",134.722080425959
"266",127.800894936428
"267",157.573922547295
"268",93.3829330920791
"269",273.373424727804
"270",27.3461248428747
"271",74.8107770342182
"272",218.027158465444
"273",-29.9465239092303
"274",-38.2836725654491
"275",54.2260759048628
"276",146.661428697265
"277",111.056529646722
"278",135.428355084727
"279",-15.082638369362
"280",112.428755097803
"281",216.14156287166
"282",125.454081594378
"283",90.350391175882
"284",64.3989772748028
"285",223.84928994091
"286",72.3527442763937
"287",14.153655001659
"288",83.3290762346419
"289",-42.5258790847944
"290",-18.0351688499509
"291",-74.7033635484447
"292",-117.533103045247
"293",51.9063944168011
"294",-44.4801727619253
"295",-154.383874970155
"296",-197.172856424851
"297",-39.8064675911137
"298",-186.070317621129
"299",-139.128898152046
"300",-278.260351408002
"301",-418.289931472537
"302",-358.572436813172
"303",-279.251667076616
"304",-382.032845180461
"305",-313.981594167259
"306",-387.577663128523
"307",-528.448323740851
"308",-514.994864143605
"309",-480.212757184085
"310",-377.242271235938
"311",-573.582258703326
"312",-443.725555952172
"313",-440.625692680055
"314",-388.99989068471
"315",-504.994133787764
"316",-554.459147760455
"317",-429.952639890402
"318",-527.543139036203
"319",-585.350628910517
"320",-534.466946579655
"321",-551.160510072225
"322",-592.431624540911
"323",-561.112671394949
"324",-470.364561050846
"325",-524.852044334322
"326",-508.423927608078
"327",-470.942492423058
"328",-491.346775243801
"329",-609.131862960433
"330",-530.487824495108
"331",-406.639432458594
"332",-423.337401406615
"333",-438.546865371222
"334",-482.903136313601
"335",-661.827930025167
"336",-600.935502422351
"337",-587.779938438902
"338",-648.374920313195
"339",-602.542677621098
"340",-529.525262017679
"341",-567.084006790787
"342",-642.978809188266
"343",-633.005580301485
"344",-793.836272569775
"345",-830.345664113307
"346",-825.584590498955
"347",-767.288852362032
"348",-658.249772557461
"349",-647.415490320084
"350",-813.293107145872
"351",-571.189791860987
"352",-533.098765426677
"353",-636.565171138255
"354",-567.989235595635
"355",-531.988233079726
"356",-562.154414324667
"357",-708.905508851518
"358",-604.927973416909
"359",-511.393661835882
"360",-481.237605851553
"361",-558.974083215693
"362",-524.099261858139
"363",-562.358969467223
"364",-668.690544563566
"365",-587.908932452394
"366",-649.556873962035
"367",-603.723797262586
"368",-609.940865891049
"369",-488.000198269556
"370",-572.331890475582
"371",-586.419762903106
"372",-571.592130942765
"373",-622.254616560038
"374",-639.769876612819
"375",-767.184837468609
"376",-728.701216998287
"377",-718.545319886662
"378",-776.468019327667
"379",-654.840524491783
"380",-782.195602537571
"381",-686.431639698872
"382",-765.324737865222
"383",-796.894338233969
"384",-689.788992548665
"385",-782.230727544234
"386",-655.402173828182
"387",-779.598894700726
"388",-819.431493972081
"389",-676.270490325948
"390",-593.668529765003
"391",-687.936101230373
"392",-542.300414164488
"393",-594.460411728223
"394",-566.977152437624
"395",-599.372473415812
"396",-688.245183569171
"397",-655.414968355061
"398",-691.73023043307
"399",-667.843293167184
"400",-638.108145415564
"401",-644.581326746354
"402",-624.73056494098
"403",-633.682617494503
"404",-796.850642903224
"405",-773.080252430814
"406",-643.631887483162
"407",-502.395975997607
"408",-591.426212957138
"409",-619.508391715172
"410",-494.455921348737
"411",-388.544486362164
"412",-472.181778027255
"413",-502.999725915117
"414",-453.866566599386
"415",-440.341067402291
"416",-385.580715105615
"417",-419.168904509495
"418",-362.569276567006
"419",-303.737784239118
"420",-280.904155887034
"421",-196.863567489701
"422",-176.331540357489
"423",-255.304633669474
"424",-305.105473896642
"425",-345.994716482138
"426",-240.609563484431
"427",-167.774211777963
"428",-367.416105180791
"429",-443.453200596204
"430",-471.590933905385
"431",-358.827678969065
"432",-409.742912543263
"433",-261.479803119869
"434",-315.66403513969
"435",-285.66127156032
"436",-337.57606910249
"437",-228.881317948829
"438",-392.719754528682
"439",-367.194661597698
"440",-370.019750421402
"441",-432.47576646748
"442",-288.196485906832
"443",-381.939964766273
"444",-461.3045908458
"445",-340.90338400837
"446",-514.498673035226
